0.00219	0.10597    
0.0047	0.10662    
0.00715	0.10669    
0.00955	0.10565    
0.01205	0.10566    
0.01456	0.1032     
0.01711	0.10207    
0.01964	0.1017     
0.02213	0.1013     
0.02457	0.10147    
0.02702	0.0983     
0.02941	0.09746    
0.03186	0.0952     
0.03428	0.09236    
0.03681	0.09104    
0.03927	0.09011    
0.04165	0.08645    
0.04424	0.08576    
0.04672	0.08338    
0.04928	0.07898    
0.05184	0.0768     
0.05432	0.07606    
0.05673	0.07303    
0.05912	0.06952    
0.0615	0.0686     
0.06393	0.06545    
0.06633	0.06081    
0.06883	0.05926    
0.07128	0.05661    
0.07368	0.05405    
0.07619	0.05242    
0.0787	0.04915    
0.08119	0.04484    
0.08376	0.04262    
0.08626	0.04034    
0.08867	0.03683    
0.09109	0.0334     
0.09348	0.03162    
0.09591	0.02996    
0.09832	0.02497    
0.10088	0.02247    
0.10334	0.02141    
0.10573	0.0178     
0.10828	0.01599    
0.11084	0.01455    
0.11341	0.00933    
0.11599	0.00731    
0.1185	0.00511    
0.12096	0.00177    
0.12336	-3.90795E-4
0.12572	-0.00296   
0.12814	-0.0063    
0.13052	-0.00902   
0.13304	-0.00988   
0.13549	-0.01226   
0.13787	-0.01477   
0.14033	-0.01723   
0.14287	-0.01824   
0.1454	-0.02219   
0.14795	-0.02488   
0.15044	-0.02623   
0.15285	-0.02957   
0.15526	-0.0331    
0.15769	-0.0337    
0.16009	-0.03734   
0.16251	-0.03969   
0.16506	-0.04135   
0.16755	-0.04304   
0.16995	-0.04401   
0.17244	-0.04645   
0.17496	-0.04936   
0.1775	-0.04996   
0.18012	-0.05337   
0.18265	-0.05585   
0.18509	-0.05907   
0.18752	-0.06174   
0.18994	-0.06195   
0.19231	-0.0635    
0.1947	-0.06516   
0.19725	-0.06811   
0.19983	-0.06778   
0.20222	-0.06956   
0.20468	-0.07142   
0.20723	-0.07136   
0.20975	-0.07288   
0.21231	-0.07605   
0.2148	-0.0771    
0.2172	-0.07901   
0.2196	-0.08063   
0.222	-0.08242     
0.22438	-0.08268   
0.22679	-0.08348   
0.22931	-0.08433   
0.23178	-0.08352   
0.23419	-0.08463   
0.23668	-0.08527   
0.23921	-0.08457   
0.24171	-0.08485   
0.24427	-0.08614   
0.2468	-0.08721   
0.24922	-0.08969   
0.25164	-0.08871   
0.25405	-0.0901    
0.25642	-0.08952   
0.25879	-0.08835   
0.26125	-0.08902   
0.26375	-0.08742   
0.26616	-0.08641   
0.26861	-0.08663   
0.27115	-0.08453   
0.27364	-0.08446   
0.2762	-0.08358   
0.27878	-0.08443   
0.28124	-0.08569   
0.28365	-0.08401   
0.28607	-0.08366   
0.28843	-0.08345   
0.29082	-0.08106   
0.29328	-0.07987   
0.2958	-0.07801   
0.29821	-0.07554   
0.30068	-0.074     
0.3033	-0.07347   
0.3058	-0.06894   
0.30839	-0.06855   
0.31092	-0.06943   
0.31335	-0.06828   
0.31577	-0.0676    
0.31818	-0.06363   
0.32054	-0.06185   
0.32292	-0.06077   
0.32541	-0.05725   
0.32791	-0.05521   
0.33035	-0.05058   
0.33276	-0.04975   
0.33531	-0.04787   
0.33779	-0.04377   
0.34036	-0.03999   
0.3429	-0.04031   
0.34535	-0.0387    
0.34776	-0.03748   
0.35022	-0.03321   
0.35259	-0.03117   
0.35499	-0.02977   
0.35746	-0.02428   
0.35998	-0.02182   
0.36241	-0.01786   
0.36486	-0.01542   
0.36745	-0.01053   
0.36995	-0.00872   
0.37252	-0.00447   
0.37505	-0.00282   
0.3775	-0.00188   
0.37992	0.00173    
0.38234	0.00259    
0.3847	0.00727    
0.3871	0.01051    
0.38953	0.01324    
0.39205	0.01819    
0.39448	0.02135    
0.39686	0.02476    
0.39939	0.02931    
0.40186	0.03108    
0.40442	0.03633    
0.40698	0.03941    
0.40944	0.03896    
0.41185	0.04277    
0.41426	0.04459    
0.41662	0.04848    
0.41902	0.05137    
0.42144	0.05513    
0.424	0.05915      
0.42644	0.06308    
0.42884	0.066      
0.43142	0.06969    
0.43395	0.07236    
0.43651	0.07851    
0.43907	0.07745    
0.44153	0.08023    
0.44399	0.08296    
0.44646	0.08488    
0.44884	0.0865     
0.4512	0.08915    
0.45362	0.09274    
0.45617	0.09474    
0.45862	0.09944    
0.46103	0.10064    
0.46355	0.10213    
0.46605	0.10557    
0.4686	0.11022    
0.47117	0.10846    
0.47361	0.10958    
0.47602	0.10879    
0.47844	0.11212    
0.48081	0.11133    
0.48322	0.11332    
0.4856	0.11529    
0.48814	0.11515    
0.49062	0.11808    
0.49303	0.11856    
0.49556	0.1181     
0.4981	0.11946    
0.49964	0.12262    
0.50126	0.12206    
0.5038	0.11895    
0.50624	0.11821    
0.5087	0.11672    
0.51114	0.11791    
0.51352	0.11598    
0.51591	0.11389    
0.51835	0.11448    
0.52088	0.11477    
0.52332	0.11495    
0.52575	0.11224    
0.52829	0.11074    
0.5308	0.10934    
0.53337	0.10955    
0.5359	0.10651    
0.53832	0.10422    
0.54073	0.10072    
0.54315	0.09954    
0.54554	0.09613    
0.54795	0.09288    
0.55035	0.09186    
0.55287	0.09038    
0.55533	0.08831    
0.5577	0.08522    
0.56023	0.08259    
0.56277	0.08019    
0.56531	0.07877    
0.56789	0.07582    
0.57038	0.06983    
0.57285	0.06798    
0.57529	0.06366    
0.57768	0.06149    
0.5801	0.05707    
0.5825	0.05497    
0.58505	0.05277    
0.58753	0.05029    
0.58991	0.04661    
0.59244	0.04334    
0.59496	0.04053    
0.59747	0.03814    
0.60002	0.03449    
0.6025	0.03061    
0.60493	0.02756    
0.60733	0.02379    
0.60971	0.02027    
0.61214	0.01686    
0.61455	0.01434    
0.61712	0.0104     
0.61957	0.0094     
0.622	0.00686      
0.6245	0.00146    
0.62705	0.00168    
0.62963	-0.00304   
0.63221	-0.0062    
0.63468	-0.00795   
0.63711	-0.01248   
0.63952	-0.01413   
0.64191	-0.0186    
0.64432	-0.0218    
0.64672	-0.02373   
0.64925	-0.02626   
0.65173	-0.02728   
0.65411	-0.03148   
0.65661	-0.03456   
0.65914	-0.03523   
0.66165	-0.03845   
0.66419	-0.04114   
0.6667	-0.04305   
0.66912	-0.04497   
0.67153	-0.04704   
0.6739	-0.05105   
0.67628	-0.05347   
0.67868	-0.05517   
0.68123	-0.05642   
0.68374	-0.05817   
0.68613	-0.06014   
0.68859	-0.06266   
0.69115	-0.06348   
0.6937	-0.06644   
0.69631	-0.0663    
0.69883	-0.06891   
0.70129	-0.06921   
0.70374	-0.07199   
0.70613	-0.0725    
0.70855	-0.07513   
0.71095	-0.07568   
0.71346	-0.07763   
0.71599	-0.07761   
0.7184	-0.07781   
0.72086	-0.08044   
0.72334	-0.07874   
0.72583	-0.08079   
0.72839	-0.08109   
0.73091	-0.08137   
0.73331	-0.08155   
0.73572	-0.08237   
0.7381	-0.08251   
0.74052	-0.08303   
0.74294	-0.0834    
0.74547	-0.08375   
0.74797	-0.08303   
0.75036	-0.08306   
0.75285	-0.08343   
0.75543	-0.08211   
0.75794	-0.08367   
0.76054	-0.08331   
0.76308	-0.08043   
0.76552	-0.07857   
0.76797	-0.07847   
0.77039	-0.08021   
0.77278	-0.07936   
0.77518	-0.07688   
0.77766	-0.07703   
0.78021	-0.07641   
0.78265	-0.0753    
0.78514	-0.07307   
0.78764	-0.07169   
0.79013	-0.07226   
0.79274	-0.06947   
0.79526	-0.06878   
0.7977	-0.06494   
0.8001	-0.0647    
0.80249	-0.06241   
0.80487	-0.06251   
0.80729	-0.06      
0.8098	-0.05885   
0.81231	-0.05653   
0.81471	-0.05441   
0.81715	-0.05263   
0.8197	-0.05122   
0.8222	-0.05073   
0.82478	-0.04732   
0.82733	-0.04451   
0.82975	-0.04106   
0.83217	-0.04022   
0.8346	-0.03742   
0.83697	-0.03583   
0.83937	-0.03454   
0.84184	-0.03276   
0.84434	-0.02979   
0.84675	-0.02821   
0.8492	-0.02545   
0.85175	-0.02208   
0.85426	-0.02254   
0.85684	-0.01985   
0.85939	-0.01605   
0.86185	-0.01186   
0.86429	-0.00958   
0.86668	-0.00792   
0.86905	-0.00573   
0.87145	-0.00364   
0.8739	-0.00125   
0.87642	5.75593E-4 
0.87887	0.00242    
0.88129	0.00613    
0.88384	0.00989    
0.88635	0.00925    
0.8889	0.01122    
0.89144	0.01676    
0.8939	0.02022    
0.89634	0.02354    
0.89876	0.02346    
0.90111	0.02781    
0.90353	0.03054    
0.90598	0.03083    
0.90852	0.03379    
0.91095	0.03647    
0.91337	0.03892    
0.9159	0.04238    
0.91835	0.04343    
0.9209	0.04563    
0.92345	0.04891    
0.92591	0.05521    
0.92833	0.05619    
0.93073	0.05893    
0.93311	0.06023    
0.93556	0.06565    
0.93799	0.06529    
0.94055	0.06738    
0.94303	0.07127    
0.94541	0.07332    
0.94799	0.07612    
0.9505	0.07733    
0.95304	0.07962    
0.95561	0.0819     
0.95808	0.08787    
0.96055	0.08926    
0.96298	0.09123    
0.96535	0.09234    
0.96775	0.09343    
0.97018	0.09466    
0.9727	0.0964     
0.97513	0.09878    
0.97752	0.09928    
0.98006	0.102      
0.98252	0.10173    
0.98508	0.10086    
0.98764	0.10459    
0.99014	0.10522    
0.99258	0.10616    
0.99501	0.10732    
0.99735	0.10713    
0.99976	0.10599    
