name,RA,DEC,Period,T1,T1error,incl,inclerror,q,qerror,f,ferror,t2t1,t2t1error,l3,l3error,r1,r1error,r2,r2error,l2/l1,l2/l1error,R2
TIC 193553960,245.669758627504,43.0189379572209,0.4138733779803222,5919.143907308186,116.300278714634,68.10375872668813,0.5387165458041837,6.097873378838605,0.3808444600680829,0.0443881274315035,0.0081925229672342,0.951578174633616,0.0028053937473782,0.0,0.0,0.2390020861677624,0.0039070546671763,0.5418854555907157,0.0055013851379027,4.308375055774883,0.2780635903707669,0.9952289189620972
TIC 197933923,59.3915714678105,-54.3573823940137,0.4905688895731685,6603.3075793713215,128.41793790582358,80.18658136792978,0.3009079848041257,0.4290956150638961,0.0113539942546564,0.6926106489426519,0.0126549247630495,0.9881169069842376,0.0014902183446037,0.0,0.0,0.5047283139324692,0.0006988531035317,0.3613251354534169,0.0038590752005021,0.4805584643055001,0.0139485833223731,0.9992650992667214
TIC 231075361,67.717268,-66.831359,0.3198908928960834,5449.621418977654,118.5116459728868,45.2599909005413,0.5086094568899907,4.579093365577631,0.339771720138867,0.2028372677369708,0.023317625495277,0.8997970003686583,0.0118442408975502,0.0,0.0,0.2675812500158204,0.004457525366361,0.5250000228343831,0.0071234313040783,2.540007544153462,0.3327713027835899,0.9927758359457668
TIC 286169068,227.582521293182,53.7276828553219,0.4146426708363357,7791.723553141888,135.06615457805896,69.4350939312033,0.5700456716408064,0.3590580073392019,0.0350419733636923,0.2339172484619543,0.024698810173453,0.9902371653388587,0.004316018933893,0.0,0.0,0.4859912998848549,0.006494685108396,0.3096944325085966,0.0099939271626527,0.3933954790993263,0.0392486190132046,0.9972539595087048
TIC 320268279,7.46965391985215,56.966807616197,0.4509394898165277,6496.1831470279885,128.59628692948615,81.6496178614346,0.7359229718694266,0.4347388747365809,0.0187457834872608,0.4767671904215585,0.0377044089804671,1.0204087668745665,0.0039592885862901,0.0,0.0,0.4875565504474404,0.0003733160657334,0.3447837176428244,0.0071326307415554,0.5238866094627883,0.0279625795678609,0.9980294561075004
TIC 343553606,341.502813,57.780505,0.8054416265463045,5220.059966884681,115.65149291038097,89.60822541976034,0.412330121291814,0.3668205359982106,0.002673657503148,0.5181129099964427,0.0151370355946628,1.012374806583407,0.0013274133880369,0.0,0.0,0.5027345790838857,0.0004977392363944,0.3317485207768094,0.0018154994940448,0.4456928447301341,0.0060095840133164,0.998784789630305
TIC 406732815,188.251184150571,26.7162117777204,0.2374100597430325,5030.752120546534,128.7026404924557,75.26664759313182,0.3496268845597455,2.5568454260588407,0.1484729325887597,0.0809392741181225,0.0081622946210152,0.9584385237494292,0.0014282984976079,0.0,0.0,0.3063600185807646,0.0041802947293428,0.4691784411152309,0.00558906602953,1.9538720485281544,0.1262902455887788,0.9961618481812452
TIC 41994216,23.6532341111328,-39.4697750676826,0.2905032752101888,5328.4276321344005,144.46537245905725,51.82910280025143,0.4196857548871724,4.398160717316367,0.4608263655370614,0.2619939347609802,0.0299619020598423,0.8678629759696431,0.0055449758981112,0.0,0.0,0.2739208696899447,0.0066577279489979,0.5245508911031416,0.0098355569891669,2.0323416637502083,0.2867395191097064,0.9950846597048872
TIC 23936839,276.067094716318,35.2412366301499,0.2753062075618351,5182.96945479883,132.19739586467753,62.12167675658271,0.3969150509473007,3.329394292872739,0.4453619038588701,0.1994377540287752,0.0352144169438792,0.9399778746894988,0.0055357167170275,0.0,0.0,0.292592298156164,0.0087719522937821,0.4986722882683991,0.0131196347778289,2.257635206232992,0.339761521271946,0.9967224228957596
TIC 408256672,70.5674443113766,-25.8253547197837,0.2549930040205146,5107.747415641417,57.13000715449844,75.22520781496998,0.4258256052898601,2.513860718387784,0.1900371637933577,0.037551492000232,0.0023216992677534,0.954199872533114,0.0014760635282675,0.0,0.0,0.3047527523962497,0.005939270021175,0.46495568705291,0.0068681507207384,1.9004097633770587,0.1498373638891964,0.9968962054484112
TIC 436660156,72.9117334356653,13.380997410449,0.414823969272885,5385.823155672776,108.87830691668135,76.51573499672128,0.2916712283419764,0.208479173842527,0.0024039455624983,0.3955635774519473,0.0214784856667873,0.9969866010136432,0.001584541380955,0.0,0.0,0.5376155887798298,0.0001327231760582,0.2742401373530923,0.0020929868668864,0.2523853644716017,0.0047743766167265,0.9943357199613538
TIC 441810703,267.100848247799,77.0532900551051,0.3367538614927471,5735.820570612717,135.8931123449594,47.116446673711664,0.6793796757746817,2.6194097991116085,0.3312985704076896,0.2119823711188075,0.0326690651044298,0.9057694669588592,0.0155932618119278,0.0,0.0,0.3134032572509009,0.0085591703340467,0.4795520861786156,0.0126340841484985,1.6345742119041111,0.3070704843593405,0.9961237322783189
TIC 457172621,57.7057044686869,3.42925914313687,0.4522341939738663,5748.191549122553,130.3534752597731,60.95075195085919,0.2703997289640242,0.5277630512626073,0.0524744060514101,0.3905219306164155,0.0303256313650765,0.9993528723695893,0.0037364678915746,0.0,0.0,0.4665634602281386,0.005146302430354,0.3562778972217273,0.012046647256777,0.575676328368523,0.0598422953532911,0.996753777973546
TIC 56001210,69.7155276990935,-9.53236620144675,0.3786977647892305,6348.981723415926,32.4873015193976,84.43025534210003,0.2812624734131413,0.2148048136702738,0.0008945474392753,0.4167644250378668,0.0030760699347919,1.0239145393366946,0.0010768247746191,0.0,0.0,0.536367885631563,0.0001653354590984,0.2778370097469685,0.0005118492501042,0.2830490239413415,0.0022974110740349,0.997139311956188
TIC 120499528,285.410828594108,39.0411395806589,0.369363328835046,5933.877777544679,126.79235241621409,80.5650639463727,0.2724657459211482,3.307186578487614,0.0484099387930623,0.3821332328781468,0.0246995890127369,0.9444688405561654,0.0022264940835994,0.0,0.0,0.3047484477489747,0.0003266547958626,0.5085676025295572,0.0025644487548871,2.318552394379425,0.0547319499813991,0.9979335945823236
TIC 121108244,287.080877609172,40.0463663572558,0.3952316173268161,5032.934421568403,130.80282493918125,87.90905960123484,1.3280630998678626,1.338683537156069,0.067451442427126,0.0937840268975544,0.0167461750717561,0.9482168075059406,0.0042638624229807,0.8157553169651593,0.0024204480681822,0.362625485996197,0.002997013598716,0.4137853032557851,0.0057897738697642,1.0351537949848348,0.0756152906545802,0.9945437641618062
TIC 151233402,91.2511227374111,12.5513143892721,0.8092438591059052,6432.838853604188,33.66594088374264,80.19745707204775,0.0726740425278049,0.2946114572300698,0.0009092604146262,0.6128909971998509,0.0047891630113558,1.0131041170853254,0.0006105067607299,0.0,0.0,0.5241594491700987,7.791313391963817e-05,0.3177642765475765,0.0006210670469357,0.3722185918876926,0.0024502240674725,0.9958020944503252
TIC 168005331,152.324014485846,-26.6371469508622,0.7116805703095204,6907.888834578951,133.75342337539783,65.42268951122861,0.7050446437054297,0.2402595247359367,0.0310716618150779,0.1754604236027122,0.0258824076072987,1.0052560834668989,0.0044410653061945,0.0,0.0,0.5158785181236393,0.009461390220682,0.2734450606702525,0.011491349982333,0.28421298222035,0.0370821461051165,0.997334651804744
TIC 257525627,45.8117597629445,-23.1866686038355,0.4563108035239013,6732.243129426117,38.33521197226463,78.97666661345689,0.1796810897258666,0.1964678990211585,0.0010154518772081,0.6458892511311867,0.0150691085853632,0.982633752139224,0.0011696403415123,0.0,0.0,0.5536125651194587,0.0003585708074603,0.2829393510579933,0.0012949152816595,0.2394811180159163,0.002387836143432,0.9979328630144592
TIC 274676647,256.287770376448,49.208854957138,0.3540977353050329,6373.119728004231,133.55772204322588,85.74041101478073,0.7053831810549033,0.2925586820073877,0.0024701197758147,0.1900029363702726,0.0185473382374987,1.027398689150793,0.0016381315344761,0.0,0.0,0.5003287667447658,0.0003189470063886,0.2898762466592463,0.0018203453180821,0.363524428306592,0.0051647353693129,0.9979596963896074
TIC 376939426,19.385140855345,7.89168937852593,0.3364754221439923,5979.989894452373,109.90651908290052,82.25911976908357,0.1701473967889338,2.8423452428129963,0.0152314498259948,0.3054739760558113,0.009108655195461,0.9673600342077584,0.0009203436114549,0.0,0.0,0.3128259899046557,0.0001574181020816,0.4920980188609483,0.0009956176111431,2.2350879203908627,0.0197055049609733,0.9984528717313624
TIC 377251803,286.264055154833,57.1256604086309,0.5713993736858968,7304.329554218555,118.1818823078321,48.893759965575605,0.72997564010502,4.812743226327596,0.5409665079746406,0.8021698789760311,0.06953230583398,0.8138888508102856,0.0068306342011644,0.3747744578278941,0.0475763615372872,0.2972016170957208,0.0062683160448362,0.5575584187853232,0.010608175093818,1.9406658150543512,0.2306380999452744,0.9993674263454826
TIC 40083136,7.23854668243937,-8.21049065227448,0.235780650149518,5214.8754842452745,120.92693415252133,67.70739002550442,0.7493350798440523,4.739060974289018,0.5030211244760623,0.200680844672465,0.0215735416606478,0.9522828099800512,0.0021388530400955,0.0,0.0,0.2648438775827553,0.0069811619881336,0.5276871506036421,0.0096251215428253,3.2716606281443883,0.3447654292165933,0.992817894130831
TIC 410392940,166.577361,-18.757759,0.3627272444797409,5960.421878301574,130.38261103884733,54.579373834383226,0.2768791430695128,7.5832742528652,0.4465011353173955,0.1384601015341836,0.0193757581012314,0.9216089328715744,0.0034757840675134,0.0,0.0,0.2282784170330765,0.003169097972351,0.5628646045468176,0.0052866199524772,4.572960730901111,0.3147981775855628,0.9958683425297762
TIC 88465768,46.7626129477864,-26.042345805623,0.5266416080185026,6981.781224486702,134.59439476528806,59.20310996408384,0.133672250334576,0.2720346789645081,0.0096148914995345,0.5285431150780932,0.0209011011567304,1.0362961558555623,0.0015377871817985,0.0,0.0,0.5248252535063523,0.0013555699019328,0.3048135365075319,0.0045222394857811,0.3634717799953235,0.0135573966209348,0.9962862558708911
TIC 159981348,241.214169290432,53.7198189263377,0.2616137699713008,5195.676681031849,141.3639976861367,84.88916251648232,0.360059528240757,1.7618643022137668,0.028289972110585,0.1370361607691354,0.0133722268901931,0.9594703443322262,0.001913292272855,0.0,0.0,0.3420557295168367,0.0003254653464371,0.4408901604618126,0.0023989512788839,1.4085992402970895,0.0421374304361726,0.9962290291784844
TIC 161825615,239.938844866034,59.688947149208,0.3942915832396399,5379.053603650404,144.8801790684849,47.28208873411694,2.247046498318878,3.450926519769891,1.2189104368244124,0.5766338871614596,0.2338844507234394,0.8113274588666526,0.023942721645575,0.7082680910633203,0.0707277958864747,0.3137479497820671,0.0182753645460022,0.523133372993272,0.0402753930606787,1.1330762697160477,0.4984372523727571,0.9955781099954232
TIC 165458777,180.151347,-39.259732,0.2928366295241435,5654.457242689803,23.39847026076893,85.97536665834983,0.1680038992998545,2.592407260311248,0.0083267798220989,0.1951724559254535,0.0011355034975198,0.9641782351773256,0.0007676069448719,0.0,0.0,0.3131129324806892,0.0001932097759853,0.4776139071174191,0.0003407798593579,2.0539453913977725,0.016250164842434,0.996108190040806
TIC 289370888,278.068073016252,41.8461788653608,0.8597223445359471,5908.04950245737,93.48491093650932,86.25501612375707,0.2682569696994014,1.5682858132939332,0.020270237751697,0.1276204121398785,0.0113727604581537,0.9024928173236232,0.0023388303230649,0.0,0.0,0.3515201065031911,0.0001847883540198,0.4302034424352403,0.0020256064020103,1.0369952180661743,0.0285648646752911,0.9902605648782604
TIC 349160488,205.089122384939,-23.0340027659628,0.6859536133241885,6683.909504582216,124.42764071748526,57.372562327519326,0.2410267716262359,0.1243765677501339,0.0037615697690734,0.4685017500858589,0.0103944854029339,1.046548604523709,0.0032671764386171,0.0,0.0,0.5783752068260958,0.0017898342880992,0.2376968014707807,0.002653919270343,0.1901270552491671,0.0065985071451721,0.9977681574785916
TIC 76305215,274.128360662436,37.1841466599324,0.4015671945891701,6652.938538746243,21.364940838821223,88.52625456469232,0.3216216802943483,0.2721492532680118,0.000847524615584,0.1060561007912231,0.0067287760950933,0.9822691681931348,0.0006940723889484,0.0,0.0,0.5019273458895255,8.386846460300967e-05,0.279125002807707,0.0006353638355645,0.2923743275337208,0.0021249934087111,0.9976694209857812
TIC 121009628,55.5613718960137,-20.1460819531758,0.2821448278209349,5012.644576153732,107.73893356855513,79.3955887134575,0.2263947292597851,2.4455441309979205,0.0545129543588558,0.1202743119164289,0.0069875273669216,0.9336613325405624,0.0018395708730143,0.0,0.0,0.3127641639616934,0.0013639094082138,0.4678366649066983,0.0023727487229257,1.6580570430618788,0.06372773649044,0.998339590657702
TIC 142587827,167.870400482306,73.115276884898,0.4391414869878378,6584.3173659322365,10.833418645263182,83.87609935608059,0.1360058442929962,0.1559102908464428,0.0004147618790964,0.4936849668364739,0.0072142939337077,1.0015343058105113,0.0005511169021982,0.0,0.0,0.5632023531726444,9.429683946254874e-05,0.2559788805674602,0.0005483606161114,0.2031708872193712,0.0012612826758435,0.999713193429514
TIC 143100813,256.820189542476,17.4268421375721,0.38761492656185,6190.489532587709,140.08544208630832,68.61662334557329,0.4372975772574855,0.3415397998013865,0.0328862628179803,0.1911932529770541,0.0179412844324091,0.9962719221689904,0.001909044307692,0.0,0.0,0.4875190980383463,0.0069765587766987,0.3026307259960084,0.0091928702493181,0.3779024580287853,0.0362819837112013,0.9997514536718826
TIC 250114673,356.103878017132,-5.7772681394022,0.3285552115243293,6377.078285926268,28.94790229799112,72.34533451475464,0.1236613069472891,0.0961485519624322,0.000376170181285,0.461873217521918,0.0129870095736823,0.9936443314019188,0.0006773385300058,0.0,0.0,0.5961550087490745,9.995505354498668e-05,0.2191515891489548,0.0007320379878157,0.1296368804920259,0.0010932469304846,0.9971489897474644
TIC 271495349,117.715639022218,3.65093269594709,0.5511548960859796,6764.5368283950265,127.7471314795778,86.49707407099899,0.3574370474459393,0.4266141698991771,0.0017684326402256,0.390074314025558,0.0077726516228592,0.9993522375195764,0.0008821399653166,0.0,0.0,0.4827059213159701,0.0002354558920077,0.3362507504707815,0.0009784652328345,0.4770642727427661,0.0024631649786338,0.998488074996623
TIC 365062319,20.6799601166448,8.88042365067363,0.4297906757866155,5689.347608560033,103.50478111070936,50.11290050894598,0.3381967651384088,5.4211491343261935,0.4032631794528849,0.4163333220263485,0.0293291232980929,0.8145111963842235,0.0051847321049815,0.0,0.0,0.2654885410351755,0.0044424988847963,0.5477263866803385,0.0068223123786856,1.892473803814324,0.2072844243064259,0.9968605221784456
TIC 370247078,332.380718247155,-59.4552552705097,0.3625965266513233,6103.996893813771,131.6433644565391,80.4908517866731,0.211757071479775,3.089045077352832,0.0222673585336312,0.1595047595313176,0.0115510362917188,0.9692813510359816,0.0014875160456498,0.0,0.0,0.2961699475048924,0.0001529973225691,0.4901439793982949,0.0012753122821668,2.4778401402601378,0.0315283516155746,0.9984245330708232
TIC 375854100,336.106251864357,70.3326651048102,0.2665118006010687,4543.737917708909,21.680025796272737,89.92787537408545,0.0983864667228062,1.6433684026393678,0.0122139143909328,0.2586325924226446,0.0100086116139303,0.9440271657716532,0.0010969286360559,0.0,0.0,0.3584244962841286,0.00017228906755,0.4447710340273872,0.0014212512099432,1.168743226296188,0.0136313477064262,0.9957887104853548
TIC 414829771,14.5661314815339,13.8031239071791,0.6774230781262521,6324.379766844068,118.78639179277609,64.97743090855502,0.3298596858847369,0.2599467809093014,0.0192487551065305,0.1052828096334657,0.0171226746524111,0.9772237698460317,0.0018454249913041,0.0,0.0,0.505791630298223,0.0054382441549066,0.2755464212079767,0.0066676636582574,0.275306269988658,0.0216488161299015,0.9988182619808278
TIC 7724421,66.4113597142358,-38.0594809189435,0.6411234591672105,6605.529654539583,114.13099952188234,67.45855753805174,0.4268258476536457,0.0797377970092876,0.0021605092613052,0.3337263371428565,0.0399322692281508,0.9143443627749612,0.0042880791735127,0.0,0.0,0.6056915546468439,0.0008910073956621,0.2025577563952514,0.0029651503874242,0.0826777330777849,0.0039607578121092,0.9911960783489588
TIC 93053299,84.3196249927255,-23.6611678723292,0.4110038021912945,5942.503423072177,133.54280590782272,76.83276525391659,0.5688384370245775,0.1207844988316492,0.0018112625682947,0.5829323283894434,0.0463157467979841,1.0281450965045849,0.0025211573782057,0.0,0.0,0.584276281197624,0.0005421903804632,0.2402569329406082,0.0030655471331697,0.180136924113331,0.0053814583553462,0.9988481410020852
TIC 101645013,259.51789658507,41.8440705363399,0.4716289219972113,6740.599563650226,131.8494208901963,65.79302393091884,0.3438848681630962,0.3219256377903784,0.0267997893721339,0.3823255608684352,0.0267220060550383,1.0169280702474408,0.0020142390231288,0.0,0.0,0.5037664557502508,0.0047938374609766,0.310250597873065,0.0091315516607559,0.392890556522543,0.0323793789285351,0.9974381649073274
TIC 219176881,91.486747472621,-53.7144291121973,0.4638122134467969,6871.14560261209,71.64777581075994,71.65160604308629,0.151019990950455,0.1308621759941931,0.0010582878503325,0.6251219493545634,0.0181940611100141,0.9864507260257224,0.001226545226943,0.0,0.0,0.5803147290624918,0.0001063594498852,0.248235147164209,0.0014366557567011,0.1706393540490294,0.0022638270499959,0.998629927828633
TIC 268686130,17.7233516473224,-18.96064946956,0.4672120135073827,7936.582106916986,100.33724703548218,83.03477623704757,0.5214458949739798,0.1681637173452296,0.0013693162177764,0.362875919513522,0.0183346663005236,0.9639438467498592,0.002623120403094,0.0,0.0,0.5524106384666059,0.0001305922732303,0.2556393402182771,0.0014992529172371,0.1919393819262218,0.00318762535519,0.9923248486281506
TIC 336208030,281.277615633474,40.1865159539123,0.5779753225619578,6479.611385569356,111.36058336798234,75.39942496327008,0.2605226737285226,0.2971370218208278,0.0065295914833532,0.5128528275333992,0.0109930839880551,1.0066981270863065,0.0014462574525053,0.0,0.0,0.5175626285544,0.0009343112124003,0.3117829293417031,0.0027354107477898,0.3610896908111843,0.0093889392767136,0.998211237589962
TIC 359987981,223.910267,-79.80574,1.0646012004227787,6029.101854404083,37.29884982545125,85.12183644495578,1.2040788594631184,0.0956258657517904,0.0009712475388347,0.4842431867652376,0.0310090930783724,0.9613442014893662,0.0018993272161846,0.0,0.0,0.5971648178614385,0.0001864933501622,0.2195756879642632,0.0018082126881405,0.115768336480227,0.0023902667135139,0.9981297642605363
TIC 393943031,344.108068145705,-36.0138954513947,0.4497705874256003,6595.252401325725,33.757229709263484,80.6239334275935,0.2342287952357863,0.1549783096168451,0.000772450070496,0.4024334962426729,0.0144174808001891,0.9982425675873952,0.0011178688473932,0.0,0.0,0.5600701700977525,0.0001906769058327,0.2512678650949954,0.0010431008282959,0.196451615574796,0.0012952276664836,0.9995836792128904
TIC 50894724,127.079491361248,-10.7078266053476,0.4075320383852605,6603.004796200789,120.43215728444416,59.25503529882828,0.7077852757628911,0.4384790844983213,0.0746642394033573,0.1300351841997179,0.014010659671165,1.0210473249098675,0.0072296425130228,0.0,0.0,0.4624838370417719,0.0138006753009509,0.3193174847880461,0.0154945406371612,0.5082856436521838,0.0898114854363009,0.9968430527726704
TIC 172274437,299.512434292362,39.4109633857039,0.4893699794816795,6306.673898504255,128.66574664272594,51.50076075592917,1.276317552818302,0.1365797248189663,0.0270832138896778,0.7172869026429131,0.1780533338012962,1.026136518715723,0.0097331820640251,0.0,0.0,0.580848579388943,0.0064532879912427,0.2558371400167859,0.0247163363624341,0.2027046513044524,0.0477424917024102,0.9924151067641076
TIC 198313291,233.688392278516,62.2789805621287,0.3067706253324282,5495.304971454504,169.43009795169365,79.755981114138,0.1345690813507966,4.12891983118497,0.0314026356720344,0.1065963386660049,0.0070025431410914,0.930829252805746,0.0022240710513678,0.0,0.0,0.2702303983780177,0.0001872983342141,0.5118528899393532,0.0009828882992987,2.7157751474723337,0.0747589473714813,0.9973872872545616
